Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	MP ID	Term
Ace2	current symbol	MGI:1917258	X	+	162922338	162971414	MP:0031229	increased angiotensin II level
Ace2	current symbol	MGI:1917258	X	+	162922338	162971414	MP:0031232	increased circulating angiotensin II level
Ace2	current symbol	MGI:1917258	X	+	162922338	162971414	MP:0031319	impaired intestine regeneration
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0000008	increased white adipose tissue amount
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0000183	decreased circulating LDL cholesterol level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0000186	decreased circulating HDL cholesterol level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0002118	abnormal lipid homeostasis
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0002575	increased circulating ketone body level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0002644	decreased circulating triglyceride level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0004890	decreased energy expenditure
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0005146	decreased circulating VLDL cholesterol level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0005179	decreased circulating cholesterol level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0005331	insulin resistance
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0005559	increased circulating glucose level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0005658	increased susceptibility to diet-induced obesity
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0005669	increased circulating leptin level
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0008570	lipidosis
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0009642	abnormal blood homeostasis
Apoc3	current symbol	MGI:88055	9	-	46144348	46146934	MP:0011939	increased food intake
Mug1	current symbol	MGI:99837	6	+	121815500	121866016	MP:0001654	hepatic necrosis
Mug1	current symbol	MGI:99837	6	+	121815500	121866016	MP:0001860	liver inflammation
Mug1	current symbol	MGI:99837	6	+	121815500	121866016	MP:0008713	abnormal cytokine level
Mug1	current symbol	MGI:99837	6	+	121815500	121866016	MP:0008806	increased circulating amylase level
Mug1	current symbol	MGI:99837	6	+	121815500	121866016	MP:0009763	increased sensitivity to induced morbidity/mortality
Mug1	current symbol	MGI:99837	6	+	121815500	121866016	MP:0011886	increased circulating lipase level
Defcr5		No associated gene					
0610009A07Rik		No associated gene					
Serpina3m	current symbol	MGI:98378	12	+	104353416	104360518	
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0000194	increased circulating calcium level
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0001265	decreased body size
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0002082	postnatal lethality
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0002135	abnormal kidney morphology
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0002705	dilated renal tubule
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0005441	increased urine calcium level
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0008271	abnormal bone ossification
Cyp24a1	current symbol	MGI:88593	2	-	170324877	170339065	MP:0011228	abnormal vitamin D level
1300017J02Rik		No associated gene					
Eps8l3	current symbol	MGI:2139743	3	+	107784545	107800216	MP:0000438	abnormal cranium morphology
Eps8l3	current symbol	MGI:2139743	3	+	107784545	107800216	MP:0000455	abnormal maxilla morphology
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0000188	abnormal circulating glucose level
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0000489	abnormal large intestine morphology
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0000496	abnormal small intestine morphology
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0001262	decreased body weight
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0001759	increased urine glucose level
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0002078	abnormal glucose homeostasis
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0002083	premature death
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0002727	decreased circulating insulin level
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0004348	long femur
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0005292	improved glucose tolerance
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0005418	abnormal circulating hormone level
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0005560	decreased circulating glucose level
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0008489	slow postnatal weight gain
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0009480	distended cecum
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0010155	abnormal intestine physiology
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0010868	increased bone trabecula number
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0011083	lethality at weaning, complete penetrance
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0011447	abnormal renal glucose reabsorption
Slc5a1	current symbol	MGI:107678	5	+	33261563	33320043	MP:0011940	decreased food intake
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0000443	abnormal snout morphology
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0001634	internal hemorrhage
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0002083	premature death
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0002169	no abnormal phenotype detected
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0002551	abnormal blood coagulation
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0003141	cardiac fibrosis
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0003961	decreased lean body mass
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0005416	abnormal circulating protein level
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0009698	heart hemorrhage
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0010024	increased total body fat amount
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0010124	decreased bone mineral content
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0011088	neonatal lethality, incomplete penetrance
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0011110	preweaning lethality, incomplete penetrance
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0012356	increased prothrombin time
F7	current symbol	MGI:109325	8	+	13076034	13085809	MP:0012359	increased partial thromboplastin time
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0000186	decreased circulating HDL cholesterol level
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0001792	impaired wound healing
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0002169	no abnormal phenotype detected
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0003960	increased lean body mass
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0005179	decreased circulating cholesterol level
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0010025	decreased total body fat amount
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0010067	increased red blood cell distribution width
Vil1	current symbol	MGI:98930	1	+	74448543	74474719	MP:0010088	decreased circulating fructosamine level
Calml4	current symbol	MGI:1922850	9	+	62765362	62783203	
Asah2	current symbol	MGI:1859310	19	-	31962046	32080540	MP:0001547	abnormal lipid level
Miox	current symbol	MGI:1891725	15	+	89218676	89221210	MP:0005166	decreased susceptibility to injury
Miox	current symbol	MGI:1891725	15	+	89218676	89221210	MP:0010181	decreased susceptibility to weight loss
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0001402	decreased locomotor activity
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0002573	behavioral despair
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0005129	increased adrenocorticotropin level
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0005345	abnormal circulating corticosterone level
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0008713	abnormal cytokine level
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0008735	increased susceptibility to endotoxin shock
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0009758	impaired behavioral response to cocaine
Serpina6	current symbol	MGI:88278	12	-	103612889	103623471	MP:0010210	abnormal circulating cytokine level
Lect2	current symbol	MGI:1278342	13	-	56690277	56696315	MP:0001860	liver inflammation
Lect2	current symbol	MGI:1278342	13	-	56690277	56696315	MP:0002442	abnormal leukocyte physiology
Lect2	current symbol	MGI:1278342	13	-	56690277	56696315	MP:0003009	abnormal cytokine secretion
Lect2	current symbol	MGI:1278342	13	-	56690277	56696315	MP:0005015	increased T cell number
Lect2	current symbol	MGI:1278342	13	-	56690277	56696315	MP:0006413	increased T cell apoptosis
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0001363	increased anxiety-related response
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0001500	decreased kindling response
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0001501	abnormal sleep pattern
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0002573	behavioral despair
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0002599	increased mean platelet volume
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0002806	abnormal conditioned emotional response
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0003063	increased coping response
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0003156	abnormal leukocyte migration
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0003179	thrombocytopenia
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0003459	increased fear-related response
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0003627	abnormal leukocyte tethering or rolling
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0005016	decreased lymphocyte cell number
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0005025	abnormal response to infection
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0005136	decreased growth hormone level
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0005464	abnormal platelet physiology
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0005606	increased bleeding time
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0008831	abnormal insulin-like growth factor I level
St3gal4	current symbol	MGI:1316743	9	-	34957872	35028160	MP:0012286	decreased frequency of paradoxical sleep
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0000221	decreased leukocyte cell number
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0000316	cellular necrosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0000598	abnormal liver morphology
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0000607	abnormal hepatocyte morphology
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0001262	decreased body weight
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0001263	weight loss
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0001654	hepatic necrosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0001860	liver inflammation
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002083	premature death
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002135	abnormal kidney morphology
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002499	chronic inflammation
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002628	hepatic steatosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002837	dystrophic cardiac calcinosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002893	ketoaciduria
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0002981	increased liver weight
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0003674	oxidative stress
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0003917	increased kidney weight
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0003946	renal necrosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0004953	decreased spleen weight
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0009640	abnormal renal tubule epithelium morphology
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0009763	increased sensitivity to induced morbidity/mortality
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0011368	increased kidney apoptosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0031115	macrovesicular hepatic steatosis
Gstz1	current symbol	MGI:1341859	12	+	87193939	87211497	MP:0031116	microvesicular hepatic steatosis
Upp2	current symbol	MGI:1923904	2	+	58457310	58682983	
Itlna		No associated gene					
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0000181	abnormal circulating LDL cholesterol level
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0000186	decreased circulating HDL cholesterol level
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0000187	abnormal triglyceride level
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0002118	abnormal lipid homeostasis
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0002323	decreased susceptibility to hyperlipidemia
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0002645	abnormal intestinal cholesterol absorption
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0002647	decreased intestinal cholesterol absorption
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0003947	abnormal cholesterol level
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0005085	abnormal gallbladder physiology
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0005179	decreased circulating cholesterol level
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0005278	abnormal cholesterol homeostasis
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0005342	abnormal intestinal lipid absorption
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0005560	decreased circulating glucose level
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0005659	decreased susceptibility to diet-induced obesity
Npc1l1	current symbol	MGI:2685089	11	-	6161013	6180143	MP:0031268	decreased susceptibility to diet-induced hepatic steatosis
Slc22a2	current symbol	MGI:1335072	17	+	12803076	12847376	MP:0002169	no abnormal phenotype detected
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0001260	increased body weight
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0001399	hyperactivity
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0001876	decreased inflammatory response
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0001935	decreased litter size
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0004042	decreased susceptibility to kidney reperfusion injury
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0005554	decreased circulating creatinine level
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0005566	decreased blood urea nitrogen level
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0009642	abnormal blood homeostasis
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0009643	abnormal urine homeostasis
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0011101	prenatal lethality, incomplete penetrance
Mep1b	current symbol	MGI:96964	18	+	21205401	21233256	MP:0011352	proximal convoluted tubule brush border loss
Serpina11	current symbol	MGI:2685741	12	-	103946502	103956216	
Slc13a2	current symbol	MGI:1276558	11	-	78288102	78313107	MP:0002893	ketoaciduria
Slc13a2	current symbol	MGI:1276558	11	-	78288102	78313107	MP:0009643	abnormal urine homeostasis
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0000062	increased bone mineral density
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0000341	abnormal bile color
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0000599	enlarged liver
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0001402	decreased locomotor activity
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0001511	disheveled coat
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0001654	hepatic necrosis
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0001860	liver inflammation
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0001869	pancreas inflammation
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0002169	no abnormal phenotype detected
Pzp	current symbol	MGI:87854	6	-	128460530	128503683	MP:0002628	hepatic steatosis
